Gene,Non-unique Gene name,Annotation,2K-1,3K-6,6K11,C1BHIC5,C3ACET53A,PB25,PA7,PAO1
group_5806,fpr,ferredoxin--NADP(+) reductase,PDAIHB_24220,PBCHDC_22080,KMNHBM_22825,BBDLCB_17340,MADGKI_05095,PBCHDC_22080,PNMAHC_25375,FJKPLL_23685
group_5769,fabH,Uncharacterized PhzA/B-like protein PA3332,PDAIHB_21860,PBCHDC_14295,KMNHBM_13145,BBDLCB_07615,MADGKI_22180,PBCHDC_14295,,FJKPLL_17115
group_5764,mmsB;,3-hydroxyisobutyrate dehydrogenase;NAD(P)-binding domain-containing protein;NAD-binding protein,PDAIHB_19740,PBCHDC_25025,,BBDLCB_08720,MADGKI_02625,PBCHDC_25025,PNMAHC_07560,FJKPLL_18320
group_5758,pdxI,aldo/keto reductase,PDAIHB_16895,PBCHDC_19250,KMNHBM_19525,BBDLCB_00230,MADGKI_08830,PBCHDC_19250,,FJKPLL_12865
scpB,scpB,SMC-Scp complex subunit ScpB,PDAIHB_22590,PBCHDC_13565,KMNHBM_13875,BBDLCB_06865,,PBCHDC_13565,PNMAHC_09305,FJKPLL_16380
group_5732,acoB,alpha-ketoacid dehydrogenase subunit beta,PDAIHB_19065,PBCHDC_24350,,BBDLCB_08045,MADGKI_03300,PBCHDC_24350,PNMAHC_08220,FJKPLL_17545
phnD,phnD,phosphonate ABC transporter substrate-binding protein,PDAIHB_18890,PBCHDC_24175,,BBDLCB_07870,MADGKI_03475,PBCHDC_24175,PNMAHC_08390,FJKPLL_17370
group_5692,afuA,iron ABC transporter substrate-binding protein,PDAIHB_27120,PBCHDC_23520,KMNHBM_24680,BBDLCB_17785,MADGKI_05540,PBCHDC_23520,PNMAHC_26055,FJKPLL_24105
group_5662,qor,zinc-binding alcohol dehydrogenase family protein,PDAIHB_19730,PBCHDC_25015,,BBDLCB_08710,MADGKI_02635,PBCHDC_25015,PNMAHC_07570,FJKPLL_18310
group_5650,qor,zinc-binding dehydrogenase,PDAIHB_08345,PBCHDC_16090,KMNHBM_16315,BBDLCB_12900,MADGKI_19300,PBCHDC_16090,,FJKPLL_05710
group_5635,tauD,TauD domain-containing protein,PDAIHB_23130,PBCHDC_22195,KMNHBM_23780,BBDLCB_23995,MADGKI_22895,PBCHDC_22195,,FJKPLL_11700
group_5580,emrA,transporter,PDAIHB_05595,PBCHDC_02555,KMNHBM_02555,BBDLCB_03540,,PBCHDC_02555,PNMAHC_09640,FJKPLL_16085
group_5531,potD,spermidine/putrescine ABC transporter substrate-binding protein,PDAIHB_10120,PBCHDC_12305,KMNHBM_12300,BBDLCB_23365,MADGKI_16305,PBCHDC_12305,,FJKPLL_01465
cmoB,cmoB,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB,PDAIHB_25565,PBCHDC_12715,KMNHBM_14210,BBDLCB_15020,MADGKI_17185,PBCHDC_12715,PNMAHC_22850,FJKPLL_03805
pscU,pscU,SctU family type III secretion system export apparatus subunit PscU,PDAIHB_15285,PBCHDC_20235,KMNHBM_21965,BBDLCB_18470,MADGKI_11510,PBCHDC_20235,,FJKPLL_08530
group_5327,,hypothetical protein,PDAIHB_03305,PBCHDC_00265,KMNHBM_00265,BBDLCB_01560,MADGKI_07500,PBCHDC_00265,PNMAHC_11945,FJKPLL_14185
group_5291,,hypothetical protein;LysR family transcriptional regulator,PDAIHB_12880,PBCHDC_16945,KMNHBM_17445,BBDLCB_11620,MADGKI_12755,PBCHDC_16945,PNMAHC_19000;PNMAHC_18995,FJKPLL_07040
group_5112,potD,spermidine/putrescine ABC transporter substrate-binding protein PotF,PDAIHB_12940,PBCHDC_16885,KMNHBM_17385,BBDLCB_11560,MADGKI_12695,PBCHDC_16885,PNMAHC_18935,FJKPLL_07100
group_5062,,DUF4142 domain-containing protein,PDAIHB_21190,PBCHDC_10215,KMNHBM_10210,BBDLCB_20050,MADGKI_14140,PBCHDC_10215,PNMAHC_15330,FJKPLL_10825
group_5052,nhaP;,sodium:proton antiporter;Potassium/proton antiporter;cation:proton antiporter,PDAIHB_21185,PBCHDC_10220,KMNHBM_10215,BBDLCB_20045,MADGKI_14135,PBCHDC_10220,PNMAHC_15325,FJKPLL_10830
group_5051,,DUF421 domain-containing protein,PDAIHB_21180,PBCHDC_10225,KMNHBM_10220,BBDLCB_20040,MADGKI_14130,PBCHDC_10225,PNMAHC_15320,FJKPLL_10835
serC,serC,3-phosphoserine/phosphohydroxythreonine transaminase,PDAIHB_05705,PBCHDC_02665,KMNHBM_02665,BBDLCB_03680,,PBCHDC_02665,PNMAHC_09470,FJKPLL_16225
group_5039,,hypothetical protein,PDAIHB_21175,PBCHDC_10230,KMNHBM_10225,BBDLCB_20035,MADGKI_14125,PBCHDC_10230,PNMAHC_15315,FJKPLL_10840
group_5038,,Response regulatory domain-containing protein;histidine kinase,PDAIHB_21170,PBCHDC_10235,KMNHBM_10230,BBDLCB_20030,MADGKI_14120,PBCHDC_10235,PNMAHC_15310,FJKPLL_10845
ligD,ligD;,DNA ligase D;DNA ligase (ATP);hypothetical protein;non-homologous end-joining DNA ligase,PDAIHB_21165,PBCHDC_10240,KMNHBM_10235,BBDLCB_20025,MADGKI_14115,PBCHDC_10240,PNMAHC_15305,FJKPLL_10850
group_5020,,PLDc-N domain-containing protein;Transmembrane protein,PDAIHB_21160,PBCHDC_10245,KMNHBM_10240,BBDLCB_20020,MADGKI_14110,PBCHDC_10245,PNMAHC_15300,FJKPLL_10855
pdxJ,pdxJ,pyridoxine 5'-phosphate synthase,PDAIHB_25560,PBCHDC_12710,KMNHBM_14215,BBDLCB_15025,MADGKI_17180,PBCHDC_12710,PNMAHC_22855,FJKPLL_03800
group_4987,;pncC,ompetence-damaged protein,PDAIHB_21150,PBCHDC_10255,KMNHBM_10250,BBDLCB_20010,MADGKI_14100,PBCHDC_10255,PNMAHC_15290,FJKPLL_10865
group_4986,,metallothionein,PDAIHB_21155,PBCHDC_10250,KMNHBM_10245,BBDLCB_20015,MADGKI_14105,PBCHDC_10250,PNMAHC_15295,FJKPLL_10860
cmoA,cmoA,carboxy-S-adenosyl-L-methionine synthase CmoA,PDAIHB_25570,PBCHDC_12720,KMNHBM_14205,BBDLCB_15015,MADGKI_17190,PBCHDC_12720,PNMAHC_22845,FJKPLL_03810
group_4919,;fabG,Short-chain dehydrogenase;SDR family oxidoreductase;NAD(P)-dependent oxidoreductase,PDAIHB_21145,PBCHDC_10260,KMNHBM_10255,BBDLCB_20005,MADGKI_14095,PBCHDC_10260,PNMAHC_15280;PNMAHC_15285,FJKPLL_10870
group_4911,;arnT,phospholipid carrier-dependent glycosyltransferase,PDAIHB_02365,PBCHDC_09045,KMNHBM_09045,BBDLCB_06130,MADGKI_20670,PBCHDC_09045,PNMAHC_26760,FJKPLL_24805
pntA,pntA,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,PDAIHB_18200,PBCHDC_25570,KMNHBM_25475,BBDLCB_20880,,PBCHDC_25570,PNMAHC_01305,FJKPLL_00795
group_4807,,DUF2195 domain-containing protein,PDAIHB_08285,PBCHDC_16150,KMNHBM_16375,BBDLCB_12830,MADGKI_19370,PBCHDC_16150,PNMAHC_20360,FJKPLL_05770
group_4801,,hypothetical protein,PDAIHB_21140,PBCHDC_10265,KMNHBM_10260,BBDLCB_20000,MADGKI_14090,PBCHDC_10265,PNMAHC_15275,FJKPLL_10875
psiE,psiE;,phosphate-starvation-inducible protein PsiE;hypothetical protein,PDAIHB_18990,PBCHDC_24275,,BBDLCB_07970,MADGKI_03375,PBCHDC_24275,PNMAHC_08295,FJKPLL_17470
group_4789,ykgJ;,Fe-S-oxidoreductase;hypothetical protein;Uncharacterized protein YkgJ contains CxxCxxCC motif,PDAIHB_02370,PBCHDC_09050,KMNHBM_09050,BBDLCB_06135,MADGKI_20675,PBCHDC_09050,PNMAHC_26755,FJKPLL_24800
mlaE,mlaE,ABC transporter permease,PDAIHB_22520,PBCHDC_13635,KMNHBM_13805,BBDLCB_06935,,PBCHDC_13635,PNMAHC_09235,FJKPLL_16450
group_4543,,hypothetical protein,PDAIHB_19780,PBCHDC_25065,,BBDLCB_08760,MADGKI_02585,PBCHDC_25065,PNMAHC_07520,FJKPLL_18360
apbC,apbC,iron-sulfur cluster carrier protein ApbC,PDAIHB_19390,PBCHDC_24675,,BBDLCB_08370,MADGKI_02975,PBCHDC_24675,PNMAHC_07900,FJKPLL_17875
arnB,arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,PDAIHB_19640,PBCHDC_24925,,BBDLCB_08620,MADGKI_02725,PBCHDC_24925,PNMAHC_07650,FJKPLL_18230
group_4525,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,PDAIHB_19205,PBCHDC_24490,,BBDLCB_08185,MADGKI_03160,PBCHDC_24490,PNMAHC_08085,FJKPLL_17690
cBS,cBS,CBS domain-containing protein,PDAIHB_21045,PBCHDC_10360,KMNHBM_10355,BBDLCB_19905,MADGKI_13995,PBCHDC_10360,PNMAHC_15175,FJKPLL_10970
group_4491,,Leucyl-tRNA synthetase,PDAIHB_19450,PBCHDC_24735,,BBDLCB_08430,MADGKI_02915,PBCHDC_24735,PNMAHC_07840,FJKPLL_17950
glgX,glgX;,glycogen debranching protein GlgX;23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,PDAIHB_21040,PBCHDC_10365,KMNHBM_10360,BBDLCB_19900,MADGKI_13990,PBCHDC_10365,PNMAHC_15170,FJKPLL_10975
group_4480,tdh;,glutathione-dependent formaldehyde dehydrogenase;Glutathione-dependent formaldehyde dehydrogenase;Zn-dependent alcohol dehydrogenase;GroES-like protein,PDAIHB_21050,PBCHDC_10355,KMNHBM_10350,BBDLCB_19910,MADGKI_14000,PBCHDC_10355,PNMAHC_15180,FJKPLL_10965
nth,nth;,endonuclease III;hypothetical protein,PDAIHB_19445,PBCHDC_24730,,BBDLCB_08425,MADGKI_02920,PBCHDC_24730,PNMAHC_07845,FJKPLL_17945
group_4466,,hypothetical protein,PDAIHB_25365,PBCHDC_12515,KMNHBM_14410,BBDLCB_15220,MADGKI_16985,PBCHDC_12515,PNMAHC_23050,FJKPLL_03605
group_4459,,DUF2934 domain-containing protein;hypothetical protein,PDAIHB_21035,PBCHDC_10370,KMNHBM_10365,BBDLCB_19895,MADGKI_13985,PBCHDC_10370,PNMAHC_15165,FJKPLL_10980
mdcA,mdcA,malonate decarboxylase subunit alpha,PDAIHB_18240,PBCHDC_25610,KMNHBM_25515,BBDLCB_20810,,PBCHDC_25610,PNMAHC_01375,FJKPLL_00865
rnfE,rnfE,Ion-translocating oxidoreductase complex subunit E,PDAIHB_19440,PBCHDC_24725,,BBDLCB_08420,MADGKI_02925,PBCHDC_24725,PNMAHC_07850,FJKPLL_17940
group_4440,mltA,transglycosylase,PDAIHB_11960,PBCHDC_17860,KMNHBM_16805,BBDLCB_12470,MADGKI_13605,PBCHDC_17860,,FJKPLL_06130
group_4417,elsH;,Endo/exonuclease/phosphatase domain-containing protein;EEP domain-containing protein,PDAIHB_21060,PBCHDC_10345,KMNHBM_10340,BBDLCB_19920,MADGKI_14010,PBCHDC_10345,PNMAHC_15190,FJKPLL_10955
rsxG,rsxG,electron transport complex subunit RsxG,PDAIHB_19435,PBCHDC_24720,,BBDLCB_08415,MADGKI_02930,PBCHDC_24720,PNMAHC_07855,FJKPLL_17935
phnM,phnM,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,PDAIHB_18845,PBCHDC_24130,,BBDLCB_07825,MADGKI_21970,PBCHDC_24130,PNMAHC_08435,FJKPLL_17325
clsB,clsB,cardiolipin synthase ClsB,PDAIHB_21065,PBCHDC_10340,KMNHBM_10335,BBDLCB_19925,MADGKI_14015,PBCHDC_10340,PNMAHC_15195,FJKPLL_10950
group_4369,adhE,aldehyde dehydrogenase,PDAIHB_23495,PBCHDC_23785,KMNHBM_22510,BBDLCB_26645,MADGKI_26130,PBCHDC_23785,PNMAHC_04925,FJKPLL_20890
group_4361,aprE,Alkaline protease secretion protein AprE,PDAIHB_12080,PBCHDC_17740,KMNHBM_18240,BBDLCB_12325,MADGKI_13460,PBCHDC_17740,PNMAHC_19950,FJKPLL_06270
group_4347,abgB,amidohydrolase,PDAIHB_04465,PBCHDC_01425,KMNHBM_01425,BBDLCB_02390,MADGKI_06675,PBCHDC_01425,,FJKPLL_14965
alg44,alg44,alginate biosynthesis protein Alg44,PDAIHB_19590,PBCHDC_24875,,BBDLCB_08570,MADGKI_02775,PBCHDC_24875,PNMAHC_07700,FJKPLL_18180
rnfD,rnfD,Ion-translocating oxidoreductase complex subunit D,PDAIHB_19430,PBCHDC_24715,,BBDLCB_08410,MADGKI_02935,PBCHDC_24715,PNMAHC_07860,FJKPLL_17930
group_4335,,hypothetical protein,PDAIHB_03260,PBCHDC_00220,KMNHBM_00220,BBDLCB_01515,MADGKI_07545,PBCHDC_00220,PNMAHC_11980,FJKPLL_14140
group_4330,,DNA-binding protein,PDAIHB_05165,PBCHDC_02125,KMNHBM_02125,BBDLCB_03100,MADGKI_05970,PBCHDC_02125,PNMAHC_10065,FJKPLL_15665
hasA,hasA,heme acquisition protein HasA,PDAIHB_19015,PBCHDC_24300,,BBDLCB_07995,MADGKI_03350,PBCHDC_24300,PNMAHC_08270,FJKPLL_17495
aglD2,aglD2,Lysylphosphatidylglycerol synthase TM region,PDAIHB_21070,PBCHDC_10335,KMNHBM_10330,BBDLCB_19930,MADGKI_14020,PBCHDC_10335,PNMAHC_15200,FJKPLL_10945
group_4287,araJ,MFS transporter,PDAIHB_04520,PBCHDC_01480,KMNHBM_01480,BBDLCB_02445,MADGKI_06620,PBCHDC_01480,,FJKPLL_15020
group_4286,yhiN,NAD(P)/FAD-dependent oxidoreductase,PDAIHB_11325,PBCHDC_11100,KMNHBM_11095,BBDLCB_22160,MADGKI_15100,PBCHDC_11100,PNMAHC_03180,FJKPLL_02670
aprF,aprF,Alkaline protease secretion protein AprF,PDAIHB_12085,PBCHDC_17735,KMNHBM_18235,BBDLCB_12320,MADGKI_13455,PBCHDC_17735,PNMAHC_19945,FJKPLL_06275
mdcG,mdcG,malonate decarboxylase holo-ACP synthase,PDAIHB_18265,PBCHDC_25635,KMNHBM_25540,BBDLCB_20785,,PBCHDC_25635,PNMAHC_01400,FJKPLL_00890
group_4262,eutG,alcohol dehydrogenase,PDAIHB_08300,PBCHDC_16135,KMNHBM_16360,BBDLCB_12850,MADGKI_19350,PBCHDC_16135,,FJKPLL_05755
group_4260,pqqC;,Iron-containing redox enzyme;hypothetical protein,PDAIHB_19475,PBCHDC_24760,,BBDLCB_08455,MADGKI_02890,PBCHDC_24760,PNMAHC_07815,FJKPLL_18065
cobJ,cobJ;,precorrin-3B C(17)-methyltransferase;Precorrin-3 methylase CobJ;hypothetical protein,PDAIHB_04370,PBCHDC_01330,KMNHBM_01330,BBDLCB_02295,MADGKI_06770,PBCHDC_01330,PNMAHC_10900,FJKPLL_14870
maeA,maeA,NAD-dependent malic enzyme,PDAIHB_19340,PBCHDC_24625,,BBDLCB_08320,MADGKI_03025,PBCHDC_24625,PNMAHC_07950,FJKPLL_17825
group_4250,rsxC;,electron transport complex subunit RsxC;4Fe-4S dicluster domain-containing protein;Electron transport complex protein RnfC,PDAIHB_19425,PBCHDC_24710,,BBDLCB_08405,MADGKI_02940,PBCHDC_24710,PNMAHC_07865,FJKPLL_17925
group_4227,nlpC;,peptidoglycan endopeptidase;C40 family peptidase,PDAIHB_19345,PBCHDC_24630,,BBDLCB_08325,MADGKI_03020,PBCHDC_24630,PNMAHC_07945,FJKPLL_17830
group_4224,acrR,TetR family transcriptional regulator;DNA-binding protein AcrR family includes nucleoid occlusion protein SlmA,PDAIHB_12265,PBCHDC_17555,KMNHBM_18055,BBDLCB_12140,MADGKI_13275,PBCHDC_17555,PNMAHC_19765,FJKPLL_06455
group_4210,,hypothetical protein;Transmembrane protein,PDAIHB_15560,PBCHDC_20510,KMNHBM_21690,BBDLCB_18745,MADGKI_11235,PBCHDC_20510,PNMAHC_17140,FJKPLL_08805
yCII,yCII,dehydrogenase,PDAIHB_12600,PBCHDC_17220,KMNHBM_17720,BBDLCB_11805,MADGKI_12940,PBCHDC_17220,PNMAHC_19430,FJKPLL_06790
yfiH,;yfiH,Multi-copper polyphenol oxidoreductase laccase;hypothetical protein;laccase domain-containing protein,PDAIHB_13235,PBCHDC_16590,KMNHBM_17085,BBDLCB_11265,MADGKI_12400,PBCHDC_16590,PNMAHC_18580,FJKPLL_07395
group_4165,,hypothetical protein,PDAIHB_21125,PBCHDC_10280,KMNHBM_10275,BBDLCB_19985,MADGKI_14075,PBCHDC_10280,PNMAHC_15255,FJKPLL_10890
glgB,glgB,14-alpha-glucan branching protein GlgB,PDAIHB_21075,PBCHDC_10330,KMNHBM_10325,BBDLCB_19935,MADGKI_14025,PBCHDC_10330,PNMAHC_15205,FJKPLL_10940
aprA,aprA,serralysin family metalloprotease AprA,PDAIHB_12090,PBCHDC_17730,KMNHBM_18230,BBDLCB_12315,MADGKI_13450,PBCHDC_17730,PNMAHC_19940,FJKPLL_06280
group_4110,,heavy metal transport/detoxification protein;HMA domain-containing protein,PDAIHB_19480,PBCHDC_24765,,BBDLCB_08460,MADGKI_02885,PBCHDC_24765,PNMAHC_07810,FJKPLL_18070
mutT,mutT,NUDIX hydrolase,PDAIHB_19335,PBCHDC_24620,,BBDLCB_08315,MADGKI_03030,PBCHDC_24620,PNMAHC_07955,FJKPLL_17820
rsxB,rsxB,electron transport complex subunit RsxB,PDAIHB_19420,PBCHDC_24705,,BBDLCB_08400,MADGKI_02945,PBCHDC_24705,PNMAHC_07870,FJKPLL_17920
group_4066,caiA,acyl-CoA dehydrogenase,PDAIHB_12270,PBCHDC_17550,KMNHBM_18050,BBDLCB_12135,MADGKI_13270,PBCHDC_17550,PNMAHC_19760,FJKPLL_06460
rarD,rarD,EamA family transporter RarD,PDAIHB_19350,PBCHDC_24635,,BBDLCB_08330,MADGKI_03015,PBCHDC_24635,PNMAHC_07940,FJKPLL_17835
group_4059,,MFS transporter;hypothetical protein,PDAIHB_12260,PBCHDC_17560,KMNHBM_18060,BBDLCB_12145,MADGKI_13280,PBCHDC_17560,PNMAHC_19770,FJKPLL_06450
group_4047,,hypothetical protein,PDAIHB_15565,PBCHDC_20515,KMNHBM_21685,BBDLCB_18750,MADGKI_11230,PBCHDC_20515,PNMAHC_17135,FJKPLL_08810
group_4039,pcaF,3-oxoadipyl-CoA thiolase,PDAIHB_18340,PBCHDC_25710,KMNHBM_25615,BBDLCB_20705,,PBCHDC_25710,PNMAHC_01480,FJKPLL_00965
group_4033,araJ,arabinose ABC transporter permease,PDAIHB_20095,PBCHDC_18335,KMNHBM_18610,BBDLCB_24735,MADGKI_21635,PBCHDC_18335,,FJKPLL_28570
group_4028,lysR;,LysR family transcriptional regulator;Putative transcriptional regulator,PDAIHB_16700,PBCHDC_19055,KMNHBM_19330,BBDLCB_00035,MADGKI_09025,PBCHDC_19055,PNMAHC_13275,FJKPLL_12670
mmdA,;mmdA,carbamoyl-phosphate synthase large subunit;Methylmalonyl-CoA carboxyltransferase 12S subunit;Biotin carboxylase,PDAIHB_12890,PBCHDC_16935,KMNHBM_17435,BBDLCB_11610,MADGKI_12745,PBCHDC_16935,PNMAHC_18990,FJKPLL_07050
group_3974,,hypothetical protein,PDAIHB_21120,PBCHDC_10285,KMNHBM_10280,BBDLCB_19980,MADGKI_14070,PBCHDC_10285,PNMAHC_15250,FJKPLL_10895
treS,treS;,alpha-amylase;Alpha-amylase family protein;putative maltokinase;hypothetical protein;maltose alpha-D-glucosyltransferase,PDAIHB_21080,PBCHDC_10325,KMNHBM_10320,BBDLCB_19940,MADGKI_14030,PBCHDC_10325,PNMAHC_15210,FJKPLL_10935
group_3944,gGDEF,GGDEF domain-containing protein,PDAIHB_05760,PBCHDC_02720,KMNHBM_02720,BBDLCB_03735,,PBCHDC_02720,PNMAHC_09415,FJKPLL_16280
group_3938,,Lipoprotein;hypothetical protein,PDAIHB_12865,PBCHDC_16960,KMNHBM_17460,BBDLCB_11635,MADGKI_12770,PBCHDC_16960,PNMAHC_19055,FJKPLL_07025
madL,madL,malonate transporter subunit MadL,PDAIHB_18275,PBCHDC_25645,KMNHBM_25550,BBDLCB_20775,,PBCHDC_25645,PNMAHC_01410,FJKPLL_00900
argG,argG,argininosuccinate synthase,PDAIHB_19505,PBCHDC_24790,,BBDLCB_08485,MADGKI_02860,PBCHDC_24790,PNMAHC_07785,FJKPLL_18095
inh~~~aprI,;inh;aprI,proteinase inhibitor;Proteinase inhibitor;alkaline proteinase inhibitor AprI,PDAIHB_12095,PBCHDC_17725,KMNHBM_18225,BBDLCB_12310,MADGKI_13445,PBCHDC_17725,PNMAHC_19935,FJKPLL_06285
group_3907,,hypothetical protein,PDAIHB_18825,PBCHDC_24110,,BBDLCB_07805,MADGKI_21990,PBCHDC_24110,PNMAHC_08455,FJKPLL_17305
tolC~~~opmE,;tolC;opmE,Outer membrane efflux protein;multidrug efflux transporter outer membrane subunit OpmE,PDAIHB_19485,PBCHDC_24770,,BBDLCB_08465,MADGKI_02880,PBCHDC_24770,PNMAHC_07805,FJKPLL_18075
group_3872,;folA,dihydrofolate reductase,PDAIHB_19330,PBCHDC_24615,,BBDLCB_08310,MADGKI_03035,PBCHDC_24615,PNMAHC_07960,FJKPLL_17815
group_3842,araC,AraC family transcriptional regulator,PDAIHB_22475,PBCHDC_13680,KMNHBM_13760,BBDLCB_06980,MADGKI_22815,PBCHDC_13680,PNMAHC_09190,FJKPLL_16495
mJ0604,;mJ0604,DNA polymerase III subunit beta,PDAIHB_12920,PBCHDC_16905,KMNHBM_17405,BBDLCB_11580,MADGKI_12715,PBCHDC_16905,PNMAHC_18955,FJKPLL_07080
group_3798,sseA,sulfurtransferase;putative 3-mercaptopyruvate sulfurtransferase,PDAIHB_12310,PBCHDC_17510,KMNHBM_18010,BBDLCB_12095,MADGKI_13230,PBCHDC_17510,PNMAHC_19725,FJKPLL_06500
group_3794,marR,MarR family transcriptional regulator,PDAIHB_12275,PBCHDC_17545,KMNHBM_18045,BBDLCB_12130,MADGKI_13265,PBCHDC_17545,PNMAHC_19755,FJKPLL_06465
wbpM,wbpM,nucleotide sugar epimerase/dehydratase WbpM,PDAIHB_05625,PBCHDC_02585,KMNHBM_02585,BBDLCB_03570,,PBCHDC_02585,PNMAHC_09610,FJKPLL_16115
group_3791,rhaT,carboxylate/amino acid/amine transporter,PDAIHB_19355,PBCHDC_24640,,BBDLCB_08335,MADGKI_03010,PBCHDC_24640,PNMAHC_07935,FJKPLL_17840
cobS,cobS,adenosylcobinamide-GDP ribazoletransferase,PDAIHB_12255,PBCHDC_17565,KMNHBM_18065,BBDLCB_12150,MADGKI_13285,PBCHDC_17565,PNMAHC_19775,FJKPLL_06445
group_3728,aNKYR;,Ankyrin repeat domain-containing protein;ankyrin repeat domain-containing protein;Ankyrin,PDAIHB_16705,PBCHDC_19060,KMNHBM_19335,BBDLCB_00040,MADGKI_09020,PBCHDC_19060,PNMAHC_13270,FJKPLL_12675
group_3711,,ester cyclase,PDAIHB_12895,PBCHDC_16930,KMNHBM_17430,BBDLCB_11605,MADGKI_12740,PBCHDC_16930,PNMAHC_18985,FJKPLL_07055
group_3710,,Nickel/cobalt transporter regulator;hypothetical protein;anti-virulence regulator CigR family protein;Integral membrane protein;Protein CigR,PDAIHB_17045,PBCHDC_19400,KMNHBM_19675,BBDLCB_00380,MADGKI_08680,PBCHDC_19400,PNMAHC_12930,FJKPLL_13015
group_3704,rpoE;,RNA polymerase subunit sigma-70;sigma-70 family RNA polymerase sigma factor,PDAIHB_19030,PBCHDC_24315,,BBDLCB_08010,MADGKI_03335,PBCHDC_24315,PNMAHC_08255,FJKPLL_17510
group_3700,,hypothetical protein,PDAIHB_11695,PBCHDC_10730,KMNHBM_10725,BBDLCB_21840,MADGKI_14780,PBCHDC_10730,PNMAHC_03735,FJKPLL_03045
group_3685,,DUF2239 domain-containing protein;hypothetical protein,PDAIHB_07110,PBCHDC_04070,KMNHBM_04070,BBDLCB_09725,MADGKI_01620,PBCHDC_04070,PNMAHC_06490,FJKPLL_19320
group_3679,cccA,cytochrome C oxidase Cbb3,PDAIHB_24245,PBCHDC_22105,KMNHBM_22800,BBDLCB_17365,MADGKI_05120,PBCHDC_22105,PNMAHC_25400,FJKPLL_23710
aNKYR,;aNKYR,Ankyrin repeat domain-containing protein;Phosphocholine transferase AnkX,PDAIHB_24205,PBCHDC_22065,KMNHBM_22840,BBDLCB_17325,MADGKI_05080,PBCHDC_22065,PNMAHC_25350,FJKPLL_23670
phnH,phnH,phosphonate C-P lyase system protein PhnH,PDAIHB_18870,PBCHDC_24155,,BBDLCB_07850,MADGKI_03495,PBCHDC_24155,PNMAHC_08410,FJKPLL_17350
gsiB,gsiB,stress-induced protein,PDAIHB_21115,PBCHDC_10290,KMNHBM_10285,BBDLCB_19975,MADGKI_14065,PBCHDC_10290,PNMAHC_15245,FJKPLL_10900
glgE,glgE,Alpha-14-glucan:maltose-1-phosphate maltosyltransferase,PDAIHB_21085,PBCHDC_10320,KMNHBM_10315,BBDLCB_19945,MADGKI_14035,PBCHDC_10320,PNMAHC_15215,FJKPLL_10930
rocR~~~ddaR,rocR;ddaR,sigma-54-dependent Fis family transcriptional regulator;transcriptional regulator DdaR,PDAIHB_11830,PBCHDC_17990,KMNHBM_16675,BBDLCB_12600,MADGKI_19600,PBCHDC_17990,PNMAHC_20125,FJKPLL_06000
group_3623,cypX,cytochrome P450,PDAIHB_21870,PBCHDC_14285,KMNHBM_13155,BBDLCB_07605,MADGKI_22190,PBCHDC_14285,,FJKPLL_17105
purT,purT;,formate-dependent phosphoribosylglycinamide formyltransferase;hypothetical protein,PDAIHB_07180,PBCHDC_04145,KMNHBM_04145,BBDLCB_09650,MADGKI_01695,PBCHDC_04145,PNMAHC_06560,FJKPLL_19245
phnI,phnI,carbon-phosphorus lyase complex subunit PhnI,PDAIHB_18865,PBCHDC_24150,,BBDLCB_07845,MADGKI_21950,PBCHDC_24150,PNMAHC_08415,FJKPLL_17345
gltS,gltS,sodium/glutamate symporter,PDAIHB_05755,PBCHDC_02715,KMNHBM_02715,BBDLCB_03730,,PBCHDC_02715,PNMAHC_09420,FJKPLL_16275
aph3II~~~aph3IIb,aph(3')-II;aph(3')-IIb,APH(3')-II family aminoglycoside O-phosphotransferase;aminoglycoside O-phosphotransferase APH(3')-IIb,PDAIHB_23255,PBCHDC_24025,KMNHBM_22270,BBDLCB_26885,MADGKI_25890,PBCHDC_24025,PNMAHC_04685,FJKPLL_21130
ddaH,ddaH;,N(G)N(G)-dimethylarginine dimethylaminohydrolase;dimethylarginine dimethylaminohydrolase;hypothetical protein,PDAIHB_11825,PBCHDC_17995,KMNHBM_16670,BBDLCB_12605,MADGKI_19595,PBCHDC_17995,PNMAHC_20130,FJKPLL_05995
group_3579,ompR;,hybrid sensor histidine kinase/response regulator;two-component system sensor histidine kinase,PDAIHB_12870,PBCHDC_16955,KMNHBM_17455,BBDLCB_11630,MADGKI_12765,PBCHDC_16955,PNMAHC_19050,FJKPLL_07030
madM,madM;,malonate transporter subunit MadM;hypothetical protein,PDAIHB_18280,PBCHDC_25650,KMNHBM_25555,BBDLCB_20770,,PBCHDC_25650,PNMAHC_01415,FJKPLL_00905
group_3565,;tar,methyl-accepting chemotaxis protein,PDAIHB_12100,PBCHDC_17720,KMNHBM_18220,BBDLCB_12305,MADGKI_13440,PBCHDC_17720,PNMAHC_19930,FJKPLL_06290
